sto_solid,sto_liquid,intestine,glucose_kinetics_1,glucose_kinetics_2,insulin_kinetics,ins_action_utilization,ins_action_prod_1,ins_action_prod_2,insulin_liver,subcut_insulin_1,subcut_insulin_2,subcut_glucose,BW,Vi,Ib,Fsnc,f,kabs,kmax,kmin,b,d,ka1,ka2,kd,kp1,kp3,ke1,ke2,m1,m2,m4,u2ss,CR,CF,action_CHO_g,action_insulin_U_per_min
739575.6319736909,756276.3437940748,186915.35553535205,367.5617536319736,61.0634658837383,216.43152484666464,5489.861384523623,5662.244410199531,5324.462479855733,0.0037735238119380376,5122.974011190113,5199.4336683308975,347.5213969180373,80.13627713212065,0.0385545942853313,124.03822511966084,1.000848385831401,0.8986859862963932,0.1715369179670256,0.0415903983961301,0.0063087254509669,0.8588196795158622,0.1936603769814137,0.0039668066619704,0.0158499612847235,0.0161798660814305,4.577163794351286,0.0086194404082033,2.9009268211286656e-05,338.99983607627206,0.1490411197624475,0.3553536204887544,0.142167397600321,1.6759944954867123,8.246865478578995,16.55899724551708,30,1.36515
1322295.4649948596,1335519.6071051215,2878306.977023672,480.73846568781374,89.76344273432566,338.45553938922563,7690.2833641798925,8550.742428207295,8826.030808473593,0.0,7094.580223419834,5586.28701010641,483.094081112839,106.2821966695692,0.0419831045757496,101.5286719730705,1.0002523155216547,0.8982889280624424,0.0203264095704617,0.0456390038585357,0.006137532533123,0.6588379811698029,0.1868973241265702,0.0039515277319653,0.0194019659317386,0.0151807053186848,4.835261538612849,0.0100763484444179,0.0006979051761588,338.999898112313,0.2173980773523246,0.2899493150442127,0.1159914688648375,1.218736922229525,7.00150011153456,9.211797843205204,60,2.4149416666666665
3303710.1606653067,3222352.4679049547,508848.3557460131,1014.8620461128705,101.30432259693185,828.1478800745756,16782.19259382825,17191.6703208533,16332.000614744133,0.0,16264.452208706103,12912.01100394573,1033.871909525118,83.80493762139128,0.0478461638386542,107.22550920887448,1.000100198697066,0.8998120545496147,0.173154136124752,0.0265916931148644,0.0032331606177436,0.7802859366614963,0.2663387745187419,0.0037667330032783,0.0201823167217405,0.0160614247335284,5.0202810704489425,0.0132065189480343,0.0012164496820898,339.0003429533586,0.1636148298829892,0.2877996393639077,0.1151602863950286,1.3650141035348309,7.297496935042781,8.892417575819259,90,4.349283333333333
1700688.4599257496,1801859.446254284,481798.33052212204,780.7970900716475,86.7607049310777,585.5584954758813,13813.00968786847,14484.856890861323,14393.29199889093,0.0,14286.60875144741,12392.145426709616,768.6776549781622,79.97041470057295,0.0423142762763749,100.59266235504349,1.001151137524183,0.8982841430879092,0.13729826595672,0.0370406645714712,0.0027379638480071,0.7400096578251002,0.275003380186028,0.0036737386572325,0.0172326685990722,0.0152004388365217,3.647387009745124,0.0061174010943355,0.0017843008604349,338.9990163304468,0.2046096845064387,0.3336152752445959,0.1334389037597869,1.4281335176334466,4.358613333123011,7.027411137917587,60,3.4580333333333333
1081759.9161772588,1120434.7475371037,53055.80128694918,502.94051170390435,289.43358183955263,470.9564307543973,9108.227955306922,9326.87435729798,9003.95988078882,0.0,16813.231291321,17297.63165354466,508.68389104825184,57.53142043618435,0.0501573909346763,144.6510852419699,0.9995011264952028,0.8989170002559909,0.5818284370704552,0.0283669269006178,0.0154014388646022,0.9720632244887006,0.1596030082465598,0.0023620719244922,0.0122304682972354,0.0121498508464976,3.308630562825443,0.0038794206080404,-0.0011614268894892,338.99932287482636,0.1521851236850961,0.4022204063267249,0.1609058594411726,2.986469105701658,5.904099133921355,15.487843833471672,30,2.3018083333333332
529220.1568986479,522330.5658417628,375043.1274268714,474.60580227744924,201.5621773019329,218.96054090967576,2677.989344678964,2775.596663432523,2730.570912220072,0.0,2824.934484892898,3920.6989920729643,475.9905730843984,63.0048778283802,0.0794565056082221,83.69237984066692,1.000411119318425,0.8998216097713105,0.0807724683459369,0.0581615412722003,0.0086168757303398,0.6378294156420209,0.0923167267676737,0.0038000655137832,0.0140018853722214,0.0207018078583374,4.335199751083563,0.0056338850221517,9.951753628752012e-05,338.9987323788974,0.3374505175758322,0.2119686342009003,0.0847894525833433,1.4088771369135478,16.004562417178978,42.66875578052631,30,0.7340000000000001
2206171.775020431,2174003.5388883944,557729.0277136427,1053.5711927273794,59.13784367821458,484.64795899592605,13281.172214723463,12449.946502773968,12672.62186620958,0.017153819930435295,12339.522244587908,11974.642547292207,1047.5863618119029,81.631,0.036354,131.45,1.0,0.9,0.16971,0.042043,0.0056532,0.86326,0.20675,0.0041,0.0156,0.0162,4.73543373289,0.009496,0.0005,339.0,0.14648,0.365377784552,0.146151113821,1.74604298612,9.0,17.9345522688,90,3.271041666666667
0.0,1.110229779361499e-08,3.453722589140306e-08,12.802909774115628,173.26730404173043,4.478776797116798,0.0,72.73885217083362,71.41920966277074,0.0,92.43278517732051,74.96544204140216,12.95574306730435,47.43705378543003,0.060737967775904,107.36728583643264,1.0007051609650617,0.9009296676889216,0.7233873723254303,0.0163039278359778,0.0077639998930734,0.893235036829823,0.2885868853109491,0.0034372501967168,0.0172254775068277,0.0142731971612789,5.164374185550726,0.0152454687780183,0.000859717399599,339.0009714477996,0.1946823041970231,0.2564186329760857,0.1026203317310868,1.6838319786367482,14.359662877713587,33.87362523519272,0,0.012633333333333333
2822522.6143191108,2834417.2901869593,160215.97454154768,872.9068885527785,183.58276877312548,237.4057677747835,3540.8028956322564,3648.2955924214552,3779.98917565369,0.03226821387880824,3600.051604279197,4007.4493557670035,852.2031187127398,91.229,0.06621,118.61,1.0,0.9,0.58034,0.032851,0.013232,0.93322,0.10058,0.0029,0.0133,0.0151,4.30434014431,0.0069361,0.0005,339.0,0.28169,0.19143177373,0.076572709492,1.50334589878,22.0,26.1530845971,90,0.9596666666666667
1417671.8461268127,1406487.273983956,136106.28668173196,360.25157356745945,131.6872059562158,356.348014040743,5280.446305492836,5242.289919039178,5295.846128067434,0.0,5426.32534928218,6005.056798247575,360.7114765777037,76.97904353388365,0.0654668317156459,97.27177293906408,1.0013372793316189,0.8991023856977721,0.2168481985011577,0.0211692671508404,0.0014960772033054,0.8871568013193074,0.2259869662157314,0.0028634851973677,0.0148962288090645,0.0164227231277478,5.675133681566546,0.0177002028280591,0.0004810985896873,338.99891412321705,0.2163486046957916,0.2072878565880718,0.0828996513981788,1.2800010998379574,9.204992264261588,9.808176247501663,30,1.3119666666666667
